ID,Charm Type,Charm Name,Skill 1,Skill 2,Charm Slot,Table No.
47463,Timeworn Charm,King Talisman,Awaken +6,Crit Draw -1,0,2
52387,Timeworn Charm,King Talisman,Potential +3,WindPress -7,2,2
3929,Timeworn Charm,Queen Talisman,PunishDraw +2,,1,2
37874,Timeworn Charm,Dragon Talisman,Water Atk +5,Stamina +3,0,2
64161,Timeworn Charm,Dragon Talisman,Evasion +5,PelletS Up +1,1,2
49900,Timeworn Charm,King Talisman,Sheathe +6,,0,2
23758,Timeworn Charm,Dragon Talisman,Rewards +2,Potential +4,0,2
63539,Timeworn Charm,King Talisman,Carving +2,Stamina +2,0,2
5791,Timeworn Charm,King Talisman,Rewards +5,Water Res -3,0,2
38771,Timeworn Charm,Queen Talisman,FatigueAtk +4,Crit Draw -2,0,2
25944,Timeworn Charm,King Talisman,Constitutn +2,PierceS Up +2,0,2
56097,Timeworn Charm,Queen Talisman,PunishDraw +1,,0,2
3259,Timeworn Charm,Queen Talisman,Will Recov +1,,0,2
50680,Timeworn Charm,King Talisman,Rapid Fire +5,,0,2
30312,Timeworn Charm,Queen Talisman,Elemental +3,,0,2
40509,Timeworn Charm,King Talisman,Carving +4,Psychic +1,2,2
5017,Timeworn Charm,Queen Talisman,PunishDraw +2,Guard Up -3,0,2
33273,Timeworn Charm,Queen Talisman,Reload Spd +1,Ice Attack -8,0,2
38741,Timeworn Charm,King Talisman,Stamina +5,Potential -1,0,2
20664,Timeworn Charm,King Talisman,Blight Res +4,Fencing -1,0,2
41899,Timeworn Charm,Queen Talisman,Crit Draw +2,Gunnery -3,1,2
53568,Timeworn Charm,Queen Talisman,WindPress +1,,0,2
15696,Timeworn Charm,Queen Talisman,Ice Attack +1,Slam +1,0,2
17250,Timeworn Charm,King Talisman,Rec Level +3,Ice Attack -4,2,2
29302,Timeworn Charm,King Talisman,KO +1,Eating +2,1,2
58838,Timeworn Charm,King Talisman,FastCharge +5,Horn +1,0,2
28134,Timeworn Charm,King Talisman,PierceS Up +4,Evasion -3,0,2
49359,Timeworn Charm,Queen Talisman,KO +4,Fencing -3,0,2
59268,Timeworn Charm,Queen Talisman,Debilitate +3,Eating -1,0,2
38451,Timeworn Charm,Queen Talisman,Rewards +1,Debilitate -1,0,2
34987,Timeworn Charm,Queen Talisman,Status +1,,0,2
13590,Timeworn Charm,Queen Talisman,Carving +1,,0,2
38772,Timeworn Charm,Queen Talisman,Rec Level +3,,0,2
26120,Timeworn Charm,Queen Talisman,PierceS Up +2,,0,2
21710,Timeworn Charm,Queen Talisman,Evade Dist +1,,1,2
29906,Timeworn Charm,King Talisman,Potential +3,WindPress -5,2,2
34416,Timeworn Charm,King Talisman,Elemental +5,Fire Atk -1,0,2
43820,Timeworn Charm,King Talisman,Water Atk +6,,0,2
64849,Timeworn Charm,King Talisman,KO +5,Evade Dist +1,0,2
40262,Timeworn Charm,Queen Talisman,Crit Draw +3,Stamina -3,0,2
26908,Timeworn Charm,King Talisman,Status +6,FatigueAtk -3,1,2
29672,Timeworn Charm,King Talisman,Carving +5,Defense -8,0,2
58595,Timeworn Charm,Dragon Talisman,Sharpness +2,Carving +3,0,2
50729,Timeworn Charm,King Talisman,Evade Dist +1,Loading +2,0,2
38936,Timeworn Charm,Queen Talisman,Artisan +1,,0,2
54984,Timeworn Charm,King Talisman,Evasion +6,,0,2
3460,Timeworn Charm,King Talisman,Slam +4,Awaken +1,0,2
20693,Timeworn Charm,King Talisman,Fire Atk +6,,0,2
47003,Timeworn Charm,King Talisman,Constitutn +6,Attack +2,0,2
36790,Timeworn Charm,Dragon Talisman,Protection +7,Awaken +4,0,2
4103,Timeworn Charm,Queen Talisman,PelletS Up +2,,0,2
3135,Timeworn Charm,Queen Talisman,Elemental +1,Psychic +4,0,2
28856,Timeworn Charm,King Talisman,PelletS Up +2,Slam +2,0,2
45705,Timeworn Charm,King Talisman,Status +6,,0,2
4431,Timeworn Charm,King Talisman,Protection +5,BombStrUp +1,1,2
60863,Timeworn Charm,Queen Talisman,Awaken +4,,0,2
57719,Timeworn Charm,Queen Talisman,Blight Res +1,,2,2
27279,Timeworn Charm,Dragon Talisman,Evade Dist +4,ThunderRes +13,0,2
29605,Timeworn Charm,Queen Talisman,Rec Level +1,Debilitate -3,1,2
46803,Timeworn Charm,King Talisman,Recoil +4,,0,2
1590,Timeworn Charm,King Talisman,Fate +2,,2,2
18388,Timeworn Charm,Queen Talisman,Fire Atk +4,,0,2
33501,Timeworn Charm,Dragon Talisman,Fire Atk +7,Health +9,0,2
13506,Timeworn Charm,Queen Talisman,NormalS Up +2,,1,2
23988,Timeworn Charm,Dragon Talisman,Recoil +5,PelletS Up +2,0,2
38656,Timeworn Charm,King Talisman,Rewards +5,,0,2
5704,Timeworn Charm,Queen Talisman,Stamina +1,,0,2
23459,Timeworn Charm,Queen Talisman,Guard Up +2,,0,2
10915,Timeworn Charm,King Talisman,KO +5,,0,2
25513,Timeworn Charm,King Talisman,Stamina +4,KO -3,2,2
45604,Timeworn Charm,King Talisman,Fencing +4,Stun -2,0,2
52018,Timeworn Charm,King Talisman,Water Atk +7,Constitutn -1,0,2
4348,Timeworn Charm,King Talisman,Artisan +4,,2,2
46255,Timeworn Charm,King Talisman,Thundr Atk +2,ThunderRes +4,2,2
35868,Timeworn Charm,King Talisman,NormalS Up +5,,0,2
37920,Timeworn Charm,Queen Talisman,KO +1,,2,2
6894,Timeworn Charm,Queen Talisman,Status +4,,0,2
36810,Timeworn Charm,Dragon Talisman,FastCharge +4,Water Res +8,0,2
7623,Timeworn Charm,King Talisman,Fencing +3,Blight Res +1,0,2
34388,Timeworn Charm,Queen Talisman,Evasion +3,Sharpener -6,0,2
38892,Timeworn Charm,Dragon Talisman,Will Recov +6,Dragon Atk +8,0,2
47240,Timeworn Charm,King Talisman,Stamina +5,Gunnery -8,0,2
13139,Timeworn Charm,Queen Talisman,PunishDraw +2,,0,2
24759,Timeworn Charm,Queen Talisman,Stamina +1,,1,2
43626,Timeworn Charm,Dragon Talisman,Elemental +5,,0,2
30705,Timeworn Charm,Dragon Talisman,Stamina +3,Fate +1,2,2
44314,Timeworn Charm,Dragon Talisman,Rapid Fire +5,Slam +3,0,2
21067,Timeworn Charm,Queen Talisman,Guard +4,,0,2
47464,Timeworn Charm,King Talisman,Blight Res +1,,3,2
52563,Timeworn Charm,King Talisman,Sharpness +2,Dragon Res -7,2,2
34905,Timeworn Charm,King Talisman,Evade Dist +6,,1,2
64521,Timeworn Charm,Dragon Talisman,PierceS Up +4,Sharpener +7,0,2
47897,Timeworn Charm,King Talisman,Will Recov +3,,2,2
63408,Timeworn Charm,King Talisman,Stamina +2,PierceS Up +2,0,2
48098,Timeworn Charm,King Talisman,Slam +5,,0,2
33421,Timeworn Charm,Queen Talisman,Fencing +3,Defense -1,0,2
64789,Timeworn Charm,King Talisman,Sharpness +1,Status +3,0,2
29702,Timeworn Charm,Queen Talisman,Evasion +2,Gunnery -10,0,2
63875,Timeworn Charm,Queen Talisman,Rapid Fire +1,,0,2
64927,Timeworn Charm,King Talisman,Constitutn +6,,0,2
53990,Timeworn Charm,Queen Talisman,Debilitate +3,,0,2
24605,Timeworn Charm,Queen Talisman,Slam +1,Gunnery -3,0,2
16522,Timeworn Charm,Queen Talisman,NormalS Up +1,Carving -3,2,2
31900,Timeworn Charm,Queen Talisman,Sheathe +2,Expert -8,0,2
58545,Timeworn Charm,King Talisman,Fire Atk +7,Evade Dist -2,0,2
41929,Timeworn Charm,King Talisman,Stamina +5,,0,2
58848,Timeworn Charm,Dragon Talisman,Debilitate +5,Ice Attack +8,0,2
29894,Timeworn Charm,King Talisman,Loading +3,PelletS Up +1,0,2
32304,Timeworn Charm,King Talisman,WindPress +3,Defense +4,0,2
64286,Timeworn Charm,Queen Talisman,WindPress +2,,0,2
6537,Timeworn Charm,Queen Talisman,PelletS Up +2,,0,2
39341,Timeworn Charm,Queen Talisman,Awaken +4,Loading -2,0,2
60901,Timeworn Charm,Dragon Talisman,Guard Up +6,Potential +3,0,2
64407,Timeworn Charm,King Talisman,FastCharge +2,Slam -3,2,2
27833,Timeworn Charm,King Talisman,Reload Spd +5,Carving -3,0,2
61746,Timeworn Charm,King Talisman,Slam +4,,0,2
17038,Timeworn Charm,King Talisman,PunishDraw +2,Water Res +7,0,2
57353,Timeworn Charm,King Talisman,Protection +7,BombStrUp -2,0,2
28226,Timeworn Charm,Dragon Talisman,Potential +5,,0,2
188,Timeworn Charm,King Talisman,Evade Dist +2,Rec Level -1,3,2
33088,Timeworn Charm,King Talisman,Sharpness +4,KO -2,0,2
6181,Timeworn Charm,King Talisman,NormalS Up +5,,0,2
42048,Timeworn Charm,King Talisman,Stamina +1,,3,2
14429,Timeworn Charm,King Talisman,Constitutn +1,FastCharge +3,0,2
55710,Timeworn Charm,King Talisman,NormalS Up +3,Sharpness +1,1,2
510,Timeworn Charm,Queen Talisman,Potential +2,PierceS Up +1,0,2
24397,Timeworn Charm,King Talisman,Reload Spd +4,Will Recov +2,0,2
45277,Timeworn Charm,Dragon Talisman,Potential +6,Slam +2,0,2
59829,Timeworn Charm,Queen Talisman,Loading +4,Attack -3,0,2
6461,Timeworn Charm,King Talisman,Guard Up +4,Will Recov +2,0,2
25965,Timeworn Charm,Queen Talisman,Eating +1,,2,2
59793,Timeworn Charm,Queen Talisman,PelletS Up +1,KO -2,0,2
125,Timeworn Charm,King Talisman,Fate +4,PierceS Up +1,0,2
22000,Timeworn Charm,Queen Talisman,Blight Res +1,,0,2
15583,Timeworn Charm,Queen Talisman,Fencing +2,PierceS Up -1,0,2
62725,Timeworn Charm,Queen Talisman,Ice Attack +1,,0,2
58616,Timeworn Charm,King Talisman,Artisan +3,,2,2
54425,Timeworn Charm,Queen Talisman,Will Recov +1,Water Res +2,1,2
35802,Timeworn Charm,King Talisman,Fencing +5,,0,2
26304,Timeworn Charm,King Talisman,HearProtct +5,,0,2
54094,Timeworn Charm,Dragon Talisman,PierceS Up +5,Status +4,0,2
42909,Timeworn Charm,King Talisman,Sheathe +1,Guard +3,0,2
35239,Timeworn Charm,Queen Talisman,Evade Dist +1,Reload Spd -1,3,2
57942,Timeworn Charm,Queen Talisman,Elemental +1,Rec Speed -8,2,2
1164,Timeworn Charm,Queen Talisman,Elemental +2,HearProtct -2,1,2
8775,Timeworn Charm,Dragon Talisman,Carving +2,Potential +4,0,2
41051,Timeworn Charm,Dragon Talisman,WindPress +5,PelletS Up +1,0,2
35046,Timeworn Charm,Queen Talisman,Eating +3,HearProtct -1,0,2
23974,Timeworn Charm,Queen Talisman,Carving +2,Status -9,0,2
36192,Timeworn Charm,King Talisman,Rapid Fire +5,,0,2
29581,Timeworn Charm,King Talisman,Debilitate +3,Stun +3,2,2
42579,Timeworn Charm,King Talisman,PierceS Up +1,Fire Res +12,0,2
42522,Timeworn Charm,Dragon Talisman,Constitutn +4,Evade Dist +3,0,2
32490,Timeworn Charm,Queen Talisman,Loading +2,Constitutn -1,1,2
31659,Timeworn Charm,King Talisman,Fire Atk +5,Carving -2,1,2
16129,Timeworn Charm,Dragon Talisman,Potential +4,Water Atk +8,0,2
28095,Timeworn Charm,Queen Talisman,Loading +1,Eating -1,2,2
42495,Timeworn Charm,King Talisman,Elemental +2,Carving -3,2,2
27738,Timeworn Charm,Queen Talisman,Water Atk +2,Potential -2,2,2
45026,Timeworn Charm,Dragon Talisman,WindPress +3,Rec Speed +11,0,2
15653,Timeworn Charm,Queen Talisman,Ice Attack +3,Loading -3,1,2
9682,Timeworn Charm,Queen Talisman,Guard Up +3,Guard -2,0,2
4594,Timeworn Charm,Dragon Talisman,Sheathe +4,FatigueAtk +3,0,2
24188,Timeworn Charm,King Talisman,Sheathe +5,,0,2
8493,Timeworn Charm,Dragon Talisman,Sheathe +5,Awaken +3,0,2
56782,Timeworn Charm,Queen Talisman,Rec Level +4,,0,2
58456,Timeworn Charm,King Talisman,Guard +5,Dragon Res -3,0,2
26265,Timeworn Charm,Queen Talisman,Potential +4,,0,2
47230,Timeworn Charm,King Talisman,Fate +5,,0,2
11379,Timeworn Charm,Queen Talisman,Protection +4,,0,2
41814,Timeworn Charm,Dragon Talisman,NormalS Up +5,FatigueAtk +3,0,2
38608,Timeworn Charm,Queen Talisman,Loading +1,,1,2
62619,Timeworn Charm,King Talisman,Awaken +6,Eating -1,0,2
39960,Timeworn Charm,King Talisman,Sharpness +5,Fire Res -9,0,2
39119,Timeworn Charm,King Talisman,Rewards +1,,3,2
21829,Timeworn Charm,King Talisman,Stamina +3,Dragon Atk +3,1,2
50850,Timeworn Charm,Queen Talisman,Sharpness +2,Sheathe -5,0,2
60232,Timeworn Charm,King Talisman,Carving +1,Recoil +3,0,2
12026,Timeworn Charm,Queen Talisman,Evasion +2,Protection +2,1,2
24960,Timeworn Charm,King Talisman,Dragon Atk +7,Defense -1,0,2
13639,Timeworn Charm,Queen Talisman,Slam +1,WindPress -3,1,2
47396,Timeworn Charm,King Talisman,Elemental +4,Constitutn -2,1,2
40595,Timeworn Charm,King Talisman,Carving +2,,0,2
20153,Timeworn Charm,King Talisman,Rapid Fire +4,Protection -4,0,2
17326,Timeworn Charm,Queen Talisman,Sheathe +1,,1,2
42678,Timeworn Charm,King Talisman,Fire Atk +6,Guard +1,0,2
59946,Timeworn Charm,Queen Talisman,Thundr Atk +5,NormalS Up -1,0,2
27053,Timeworn Charm,King Talisman,Eating +4,Guard -1,0,2
55192,Timeworn Charm,King Talisman,Guard +6,,0,2
40068,Timeworn Charm,King Talisman,PunishDraw +5,Artisan -3,0,2
58127,Timeworn Charm,King Talisman,FastCharge +5,Fire Res -5,0,2
33724,Timeworn Charm,Queen Talisman,Guard Up +3,,0,2
52754,Timeworn Charm,Queen Talisman,Rec Level +1,Thundr Atk -2,3,2
3158,Timeworn Charm,Queen Talisman,Debilitate +1,,2,2
32904,Timeworn Charm,Queen Talisman,Artisan +1,,2,2
39160,Timeworn Charm,King Talisman,Evasion +5,Defense -6,0,2
29045,Timeworn Charm,Queen Talisman,Protection +2,Water Atk -5,2,2
13606,Timeworn Charm,King Talisman,Ice Attack +6,Blight Res +1,0,2
41588,Timeworn Charm,King Talisman,PelletS Up +5,Rewards -1,0,2
64195,Timeworn Charm,King Talisman,Fate +5,Dragon Res -9,0,2
55884,Timeworn Charm,Dragon Talisman,Status +6,Reload Spd +3,0,2
31134,Timeworn Charm,King Talisman,Blight Res +3,,1,2
54455,Timeworn Charm,King Talisman,Blight Res +3,Fire Res +4,0,2
41082,Timeworn Charm,Queen Talisman,PelletS Up +1,Crit Draw -1,0,2
40502,Timeworn Charm,Queen Talisman,WindPress +1,,2,2
3785,Timeworn Charm,Queen Talisman,Blight Res +2,FatigueAtk -2,0,2
12530,Timeworn Charm,Queen Talisman,FastCharge +2,,0,2
48301,Timeworn Charm,King Talisman,Status +5,,0,2
3786,Timeworn Charm,Queen Talisman,Evade Dist +1,Debilitate -2,2,2
12706,Timeworn Charm,Queen Talisman,Constitutn +2,,0,2
13914,Timeworn Charm,Queen Talisman,Sharpness +1,,1,2
30433,Timeworn Charm,King Talisman,KO +3,Ice Res +10,0,2
61805,Timeworn Charm,King Talisman,Fencing +4,,1,2
27422,Timeworn Charm,King Talisman,PunishDraw +3,FastCharge +2,0,2
54773,Timeworn Charm,Queen Talisman,PelletS Up +3,,0,2
31687,Timeworn Charm,King Talisman,Artisan +5,,1,2
21057,Timeworn Charm,King Talisman,PierceS Up +1,Defense +8,0,2
45704,Timeworn Charm,Dragon Talisman,Reload Spd +2,Crit Draw +3,0,2
4255,Timeworn Charm,Dragon Talisman,Status +5,Sharpener +5,0,2
29887,Timeworn Charm,Queen Talisman,Will Recov +2,FastCharge -2,1,2
31072,Timeworn Charm,King Talisman,Fate +3,Sharpness +1,0,2
43543,Timeworn Charm,King Talisman,FatigueAtk +6,,0,2
16097,Timeworn Charm,King Talisman,Blight Res +4,Guard Up -1,1,2
22463,Timeworn Charm,King Talisman,Blight Res +4,Fire Atk -6,0,2
31708,Timeworn Charm,Queen Talisman,Rewards +1,Protection -10,1,2
24753,Timeworn Charm,Dragon Talisman,HearProtct +4,Evade Dist +2,0,2
42570,Timeworn Charm,Queen Talisman,Status +3,Reload Spd +1,0,2
40938,Timeworn Charm,Queen Talisman,Sheathe +3,Constitutn -3,0,2
15158,Timeworn Charm,Queen Talisman,Loading +4,,0,2
53288,Timeworn Charm,Queen Talisman,Status +2,,0,2
31779,Timeworn Charm,King Talisman,Loading +1,Rewards +2,0,2
37249,Timeworn Charm,Dragon Talisman,Status +5,Water Atk +6,0,2
19524,Timeworn Charm,King Talisman,Stamina +4,,0,2
37348,Timeworn Charm,Queen Talisman,Loading +4,,0,2
36948,Timeworn Charm,King Talisman,Water Atk +2,FatigueAtk +3,0,2
31911,Timeworn Charm,Queen Talisman,Eating +1,,1,2
60481,Timeworn Charm,Dragon Talisman,Guard Up +5,Blight Res +3,0,2
55850,Timeworn Charm,King Talisman,PierceS Up +5,Water Res -4,0,2
25150,Timeworn Charm,Queen Talisman,NormalS Up +2,,0,2
47079,Timeworn Charm,King Talisman,Rewards +2,Hunger +8,0,2
50166,Timeworn Charm,King Talisman,Dragon Atk +4,Health +9,0,2
5211,Timeworn Charm,King Talisman,Crit Draw +5,,0,2
2054,Timeworn Charm,Queen Talisman,Fencing +1,,0,2
34689,Timeworn Charm,Queen Talisman,Blight Res +3,,0,2
26505,Timeworn Charm,Queen Talisman,Fate +1,,0,2
24107,Timeworn Charm,King Talisman,Status +3,Rec Level +2,0,2
59600,Timeworn Charm,King Talisman,WindPress +4,BombStrUp +2,0,2
31520,Timeworn Charm,Dragon Talisman,Slam +5,Rapid Fire +1,0,2
57028,Timeworn Charm,Dragon Talisman,Loading +6,Crit Draw +1,0,2
36389,Timeworn Charm,King Talisman,Loading +4,Eating -1,1,2
64253,Timeworn Charm,Queen Talisman,Reload Spd +2,Fate -1,2,2
729,Timeworn Charm,King Talisman,Sharpness +5,Horn -4,0,2
62941,Timeworn Charm,Queen Talisman,Dragon Atk +1,,2,2
31269,Timeworn Charm,Queen Talisman,PierceS Up +1,Fencing -3,0,2
12852,Timeworn Charm,Queen Talisman,Ice Attack +1,,1,2
39610,Timeworn Charm,King Talisman,Loading +2,KO +3,1,2
42882,Timeworn Charm,Queen Talisman,HearProtct +2,Rec Speed -7,0,2
30487,Timeworn Charm,King Talisman,FastCharge +4,Constitutn -3,0,2
5946,Timeworn Charm,Queen Talisman,HearProtct +1,BombStrUp -9,2,2
688,Timeworn Charm,Queen Talisman,Rapid Fire +1,Constitutn -3,1,2
55725,Timeworn Charm,Queen Talisman,Loading +3,,0,2
3150,Timeworn Charm,King Talisman,Evasion +5,Recoil -2,0,2
31496,Timeworn Charm,King Talisman,HearProtct +4,KO +1,1,2
52804,Timeworn Charm,Queen Talisman,Fire Atk +1,,1,2
11958,Timeworn Charm,King Talisman,Thundr Atk +5,,1,2
12992,Timeworn Charm,King Talisman,Dragon Atk +6,Stamina -2,0,2
64250,Timeworn Charm,King Talisman,Carving +2,Evasion +2,0,2
201,Timeworn Charm,King Talisman,Artisan +2,Rec Level +3,0,2
35376,Timeworn Charm,King Talisman,Ice Attack +3,Ice Res -5,2,2
16691,Timeworn Charm,Dragon Talisman,Constitutn +4,Dragon Res +11,0,2
61644,Timeworn Charm,King Talisman,Guard +6,Health +3,0,2
64449,Timeworn Charm,Dragon Talisman,Dragon Atk +4,FatigueAtk +4,0,2
35225,Timeworn Charm,King Talisman,Dragon Atk +3,Sheathe +2,0,2
55478,Timeworn Charm,Queen Talisman,FatigueAtk +2,NormalS Up +1,0,2
25041,Timeworn Charm,Queen Talisman,Fencing +1,,0,2
27895,Timeworn Charm,King Talisman,Rewards +4,,1,2
7295,Timeworn Charm,King Talisman,FastCharge +5,,0,2
42023,Timeworn Charm,King Talisman,Slam +4,Defense -3,0,2
10029,Timeworn Charm,Queen Talisman,Status +1,,3,2
303,Timeworn Charm,Queen Talisman,Dragon Atk +5,Fire Atk -8,0,2
53328,Timeworn Charm,King Talisman,Crit Draw +3,Sheathe -2,2,2
38819,Timeworn Charm,Queen Talisman,Guard +3,,0,2
34392,Timeworn Charm,Dragon Talisman,Guard Up +3,PierceS Up +3,0,2
39596,Timeworn Charm,King Talisman,Reload Spd +5,Water Res -2,0,2
40418,Timeworn Charm,King Talisman,FastCharge +2,NormalS Up -1,2,2
54364,Timeworn Charm,Queen Talisman,Rapid Fire +1,,1,2
25066,Timeworn Charm,Queen Talisman,Status +3,Health -7,0,2
32295,Timeworn Charm,King Talisman,Dragon Atk +4,Fire Res -10,2,2
62702,Timeworn Charm,Queen Talisman,WindPress +1,Blight Res -2,1,2
54568,Timeworn Charm,Dragon Talisman,PelletS Up +4,Rewards +3,0,2
60970,Timeworn Charm,Queen Talisman,Dragon Atk +2,FastCharge -3,1,2
11188,Timeworn Charm,Queen Talisman,Rewards +3,Sharpener -10,0,2
8198,Timeworn Charm,King Talisman,Elemental +4,Slam -3,0,2
4862,Timeworn Charm,Queen Talisman,Potential +3,Reload Spd -1,1,2
5993,Timeworn Charm,King Talisman,Potential +5,Horn -2,0,2
8960,Timeworn Charm,King Talisman,Guard +1,Debilitate +3,0,2
8248,Timeworn Charm,Dragon Talisman,Fencing +5,Sharpener -6,2,2
13662,Timeworn Charm,King Talisman,Potential +1,Guard +4,0,2
51444,Timeworn Charm,King Talisman,NormalS Up +3,Debilitate +2,0,2
34050,Timeworn Charm,King Talisman,Fire Atk +6,Defense -10,0,2
44767,Timeworn Charm,Dragon Talisman,HearProtct +3,FatigueAtk +3,0,2
35432,Timeworn Charm,King Talisman,Potential +6,PierceS Up -1,0,2
26547,Timeworn Charm,King Talisman,Eating +3,,1,2
31499,Timeworn Charm,King Talisman,FastCharge +4,Fire Res +4,0,2
53332,Timeworn Charm,King Talisman,Thundr Atk +5,Stamina +1,0,2
39523,Timeworn Charm,Queen Talisman,Ice Attack +3,Ice Res +1,0,2
27570,Timeworn Charm,Dragon Talisman,Evade Dist +4,Ice Res +11,0,2
15458,Timeworn Charm,Queen Talisman,Fire Atk +5,,0,2
40725,Timeworn Charm,King Talisman,Crit Draw +4,Rec Speed -4,0,2
43033,Timeworn Charm,King Talisman,Status +4,Guard Up +1,0,2
57063,Timeworn Charm,Queen Talisman,Sheathe +1,Slam -2,2,2
42549,Timeworn Charm,Queen Talisman,Fire Atk +2,,0,2
37242,Timeworn Charm,Queen Talisman,Blight Res +1,,0,2
18292,Timeworn Charm,Queen Talisman,Ice Attack +1,,1,2
16605,Timeworn Charm,Dragon Talisman,Constitutn +4,Health +12,0,2
46508,Timeworn Charm,Dragon Talisman,Will Recov +5,Sharpener +7,0,2
15033,Timeworn Charm,Queen Talisman,Fate +2,Hunger -8,0,2
31288,Timeworn Charm,King Talisman,Rewards +3,,1,2
16196,Timeworn Charm,King Talisman,Will Recov +4,Fencing +1,0,2
39887,Timeworn Charm,Dragon Talisman,Reload Spd +5,PierceS Up +3,0,2
26271,Timeworn Charm,King Talisman,Rapid Fire +2,,2,2
48286,Timeworn Charm,Queen Talisman,Rewards +3,Thundr Atk -4,0,2
1146,Timeworn Charm,King Talisman,Blight Res +3,Water Atk -2,3,2
5607,Timeworn Charm,Queen Talisman,Eating +2,ThunderRes -9,1,2
6387,Timeworn Charm,Queen Talisman,Reload Spd +3,,0,2
12941,Timeworn Charm,King Talisman,Rec Level +3,,3,2
55274,Timeworn Charm,Queen Talisman,Rec Level +1,,2,2
54500,Timeworn Charm,Dragon Talisman,Constitutn +6,Hunger +9,0,2
49002,Timeworn Charm,Queen Talisman,Dragon Atk +5,,0,2
61799,Timeworn Charm,King Talisman,Ice Attack +5,Fire Res +4,0,2
26366,Timeworn Charm,King Talisman,Crit Draw +2,Fire Atk -2,3,2
65006,Timeworn Charm,King Talisman,NormalS Up +4,,0,2
2531,Timeworn Charm,King Talisman,WindPress +5,,0,2
53278,Timeworn Charm,Dragon Talisman,Water Atk +6,,3,2
30019,Timeworn Charm,King Talisman,PierceS Up +2,BombStrUp +7,0,2
54304,Timeworn Charm,King Talisman,FatigueAtk +6,Expert -4,0,2
14506,Timeworn Charm,Dragon Talisman,Carving +5,FastCharge +3,0,2
3899,Timeworn Charm,Dragon Talisman,HearProtct +4,Protection +8,0,2
32594,Timeworn Charm,King Talisman,Rapid Fire +2,Protection +5,0,2
49963,Timeworn Charm,Dragon Talisman,Potential +6,Wide Area +10,0,2
34846,Timeworn Charm,King Talisman,HearProtct +3,Defense +3,0,2
54137,Timeworn Charm,Queen Talisman,PierceS Up +3,Expert -2,0,2
50477,Timeworn Charm,King Talisman,Water Atk +7,,0,2
59947,Timeworn Charm,Queen Talisman,Slam +1,,0,2
27229,Timeworn Charm,Dragon Talisman,Guard Up +3,FatigueAtk +4,0,2
20805,Timeworn Charm,Dragon Talisman,Rec Level +2,Potential +4,0,2
1352,Timeworn Charm,Dragon Talisman,Stamina +3,Evasion +4,0,2
41863,Timeworn Charm,King Talisman,Protection +7,,0,2
47232,Timeworn Charm,King Talisman,Guard +4,FatigueAtk +1,0,2
11731,Timeworn Charm,Queen Talisman,Fire Atk +3,ThunderRes -4,0,2
38403,Timeworn Charm,King Talisman,Dragon Atk +6,,0,2
26539,Timeworn Charm,King Talisman,PunishDraw +4,NormalS Up -1,0,2
30091,Timeworn Charm,Queen Talisman,Sheathe +3,PierceS Up -2,0,2
1613,Timeworn Charm,King Talisman,Crit Draw +2,,2,2
22436,Timeworn Charm,Queen Talisman,PierceS Up +1,Awaken -1,0,2
26956,Timeworn Charm,King Talisman,Sheathe +5,Fate -2,0,2
38120,Timeworn Charm,Queen Talisman,Rapid Fire +1,,0,2
42094,Timeworn Charm,Dragon Talisman,Guard Up +3,Sheathe +4,0,2
22525,Timeworn Charm,Queen Talisman,Ice Attack +4,,0,2
42620,Timeworn Charm,King Talisman,Artisan +5,,0,2
49738,Timeworn Charm,Queen Talisman,Sheathe +2,Rec Speed -6,0,2
60609,Timeworn Charm,Queen Talisman,Carving +1,,2,2
13015,Timeworn Charm,King Talisman,Loading +4,ThunderRes +6,0,2
2935,Timeworn Charm,Queen Talisman,Eating +1,Fire Atk -7,0,2
59019,Timeworn Charm,Queen Talisman,Water Atk +1,,0,2
59990,Timeworn Charm,King Talisman,Slam +4,,0,2
34797,Timeworn Charm,Queen Talisman,Rec Level +3,,0,2
45513,Timeworn Charm,King Talisman,Loading +5,,0,2
36002,Timeworn Charm,King Talisman,KO +6,BombStrUp -4,0,2
61504,Timeworn Charm,King Talisman,PunishDraw +4,Gunnery -8,0,2
39809,Timeworn Charm,King Talisman,Artisan +5,Rec Level -3,0,2
12543,Timeworn Charm,King Talisman,Evade Dist +5,,0,2
50589,Timeworn Charm,King Talisman,Evasion +5,Status -5,1,2
14296,Timeworn Charm,King Talisman,Debilitate +5,,0,2
32302,Timeworn Charm,Queen Talisman,Guard Up +1,,1,2
63934,Timeworn Charm,Queen Talisman,FatigueAtk +3,,1,2
9948,Timeworn Charm,Dragon Talisman,Constitutn +5,Artisan +3,0,2
51410,Timeworn Charm,Queen Talisman,Artisan +2,,0,2
28066,Timeworn Charm,Queen Talisman,Stamina +2,,1,2
37391,Timeworn Charm,Dragon Talisman,Loading +4,WindPress +3,0,2
44516,Timeworn Charm,King Talisman,Fencing +4,Eating +1,0,2
56619,Timeworn Charm,King Talisman,FastCharge +4,,0,2
29768,Timeworn Charm,Dragon Talisman,Eating +3,Ice Attack +9,0,2
10128,Timeworn Charm,Dragon Talisman,Loading +6,FastCharge +1,0,2
17727,Timeworn Charm,King Talisman,Sharpness +3,PierceS Up +2,0,2
47891,Timeworn Charm,Dragon Talisman,Status +6,Sharpness +1,0,2
62352,Timeworn Charm,King Talisman,Eating +1,Fencing +2,0,2
